SALES_ID,SALES_REP,EMAILS,BRANDS,PLANT_COST,UNIT_PRICE,QUANTITY,COST,PROFIT,COUNTRIES,REGION ,MONTHS,YEARS
285,Kivell,kivel_go@yahoo.com,hero,150,200,717,143400,35850,Senegal,southsouth,September,2019
286,Jones,jone.ai@yahoo.com,beta malt,80,150,862,129300,60340,Ghana,northwest,October,2019
287,Morgan,morganny@gmail.com,grand malt,90,150,703,105450,42180,Nigeria,northeast ,November,2017
288,Kivell,kivel_go@yahoo.com,trophy,150,200,962,192400,48100,Togo,northcentral ,December,2018
289,Sorvino,sorvi2000@gmail.com,budweiser,250,500,807,403500,201750,Benin,Southeast,January,2019
290,Gill,gillhell@uk.com,castle lite,180,450,950,427500,256500,Senegal,west,February,2017
291,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,949,237250,75920,Ghana,southsouth,March,2017
292,Thompson,thomp@uk.com,hero,150,200,724,144800,36200,Nigeria,northwest,April,2017
293,Andrews,andy@gmail.com,beta malt,80,150,717,107550,50190,Togo,northeast ,May,2019
294,Jardine,jard@gmail.com,grand malt,90,150,933,139950,55980,Benin,northcentral ,June,2017
295,Jardine,jard@gmail.com,trophy,150,200,930,186000,46500,Senegal,Southeast,July,2018
296,Andrews,andy@gmail.com,budweiser,250,500,959,479500,239750,Ghana,west,August,2018
297,Jones,jone.ai@yahoo.com,castle lite,180,450,922,414900,248940,Nigeria,southsouth,September,2017
298,Morgan,morganny@gmail.com,eagle lager,170,250,957,239250,76560,Togo,northwest,October,2019
299,Kivell,kivel_go@yahoo.com,hero,150,200,958,191600,47900,Benin,northeast ,November,2018
300,Sorvino,sorvi2000@gmail.com,beta malt,80,150,784,117600,54880,Senegal,northcentral ,December,2018
301,Gill,gillhell@uk.com,grand malt,90,150,966,144900,57960,Ghana,Southeast,January,2019
302,Sorvino,sorvi2000@gmail.com,trophy,150,200,784,156800,39200,Nigeria,west,February,2018
303,Thompson,thomp@uk.com,budweiser,250,500,998,499000,249500,Togo,southsouth,March,2017
304,Andrews,andy@gmail.com,castle lite,180,450,951,427950,256770,Benin,northwest,April,2018
305,Jardine,jard@gmail.com,eagle lager,170,250,973,243250,77840,Senegal,northeast ,May,2019
306,Jardine,jard@gmail.com,hero,150,200,704,140800,35200,Ghana,northcentral ,June,2017
307,Andrews,andy@gmail.com,beta malt,80,150,748,112200,52360,Nigeria,Southeast,July,2019
308,Jardine,jard@gmail.com,grand malt,90,150,972,145800,58320,Togo,west,August,2017
309,Gill,gillhell@uk.com,trophy,150,200,859,171800,42950,Benin,southsouth,September,2017
310,Sorvino,sorvi2000@gmail.com,budweiser,250,500,825,412500,206250,Senegal,northwest,October,2017
311,Jones,jone.ai@yahoo.com,castle lite,180,450,997,448650,269190,Ghana,northeast ,November,2019
312,Andrews,andy@gmail.com,eagle lager,170,250,789,197250,63120,Nigeria,northcentral ,December,2019
313,Jardine,jard@gmail.com,hero,150,200,934,186800,46700,Togo,Southeast,January,2019
314,Thompson,thomp@uk.com,beta malt,80,150,773,115950,54110,Benin,west,February,2017
315,Jones,jone.ai@yahoo.com,grand malt,90,150,786,117900,47160,Senegal,southsouth,March,2017
316,Morgan,morganny@gmail.com,trophy,150,200,991,198200,49550,Ghana,northwest,April,2017
317,Howard,howard_freeman@yahoo.com,budweiser,250,500,886,443000,221500,Nigeria,northeast ,May,2017
318,Parent,parentty@uk.com,castle lite,180,450,987,444150,266490,Togo,northcentral ,June,2018
319,Jones,jone.ai@yahoo.com,eagle lager,170,250,772,193000,61760,Benin,Southeast,July,2018
320,Smith,smithMan@yahoo.com,hero,150,200,760,152000,38000,Senegal,west,August,2018
321,Jones,jone.ai@yahoo.com,beta malt,80,150,778,116700,54460,Ghana,southsouth,September,2017
322,Jardine,jard@gmail.com,grand malt,90,150,716,107400,42960,Nigeria,northwest,October,2019
323,Gill,gillhell@uk.com,trophy,150,200,775,155000,38750,Togo,northeast ,November,2018
324,Sorvino,sorvi2000@gmail.com,budweiser,250,500,860,430000,215000,Benin,northcentral ,December,2017
325,Jones,jone.ai@yahoo.com,castle lite,180,450,895,402750,241650,Senegal,Southeast,January,2017
326,Andrews,andy@gmail.com,eagle lager,170,250,929,232250,74320,Ghana,west,February,2019
327,Jardine,jard@gmail.com,hero,150,200,759,151800,37950,Nigeria,southsouth,March,2018
328,Thompson,thomp@uk.com,beta malt,80,150,765,114750,53550,Togo,northwest,April,2017
329,Jones,jone.ai@yahoo.com,grand malt,90,150,861,129150,51660,Benin,northeast ,May,2019
330,Morgan,morganny@gmail.com,trophy,150,200,790,158000,39500,Senegal,northcentral ,June,2018
331,Howard,howard_freeman@yahoo.com,budweiser,250,500,831,415500,207750,Ghana,Southeast,July,2017
332,Parent,parentty@uk.com,castle lite,180,450,879,395550,237330,Nigeria,west,August,2017
333,Jones,jone.ai@yahoo.com,eagle lager,170,250,756,189000,60480,Togo,southsouth,September,2017
334,Smith,smithMan@yahoo.com,hero,150,200,888,177600,44400,Benin,northwest,October,2017
335,Jones,jone.ai@yahoo.com,beta malt,80,150,859,128850,60130,Senegal,northeast ,November,2017
336,Morgan,morganny@gmail.com,grand malt,90,150,761,114150,45660,Ghana,northcentral ,December,2018
337,Jones,jone.ai@yahoo.com,trophy,150,200,989,197800,49450,Nigeria,Southeast,January,2018
338,Parent,parentty@uk.com,budweiser,250,500,824,412000,206000,Togo,west,February,2018
339,Kivell,kivel_go@yahoo.com,castle lite,180,450,775,348750,209250,Benin,southsouth,March,2018
340,Smith,smithMan@yahoo.com,eagle lager,170,250,980,245000,78400,Senegal,northwest,April,2017
341,Parent,parentty@uk.com,hero,150,200,828,165600,41400,Ghana,northeast ,May,2019
342,Gill,gillhell@uk.com,beta malt,80,150,711,106650,49770,Nigeria,northcentral ,June,2019
343,Smith,smithMan@yahoo.com,grand malt,90,150,817,122550,49020,Togo,Southeast,July,2018
344,Jones,jone.ai@yahoo.com,trophy,150,200,829,165800,41450,Benin,west,August,2018
345,Sorvino,sorvi2000@gmail.com,budweiser,250,500,872,436000,218000,Senegal,southsouth,September,2018
346,Jardine,jard@gmail.com,castle lite,180,450,715,321750,193050,Ghana,northwest,October,2018
347,Andrews,andy@gmail.com,eagle lager,170,250,939,234750,75120,Nigeria,northeast ,November,2019
348,Howard,howard_freeman@yahoo.com,hero,150,200,891,178200,44550,Togo,northcentral ,December,2017
349,Gill,gillhell@uk.com,beta malt,80,150,736,110400,51520,Benin,Southeast,January,2018
350,Gill,gillhell@uk.com,grand malt,90,150,797,119550,47820,Senegal,west,February,2017
351,Kivell,kivel_go@yahoo.com,trophy,150,200,913,182600,45650,Ghana,southsouth,March,2017
352,Jones,jone.ai@yahoo.com,budweiser,250,500,710,355000,177500,Nigeria,northwest,April,2017
353,Morgan,morganny@gmail.com,castle lite,180,450,832,374400,224640,Togo,northeast ,May,2019
354,Kivell,kivel_go@yahoo.com,eagle lager,170,250,952,238000,76160,Benin,northcentral ,June,2019
355,Sorvino,sorvi2000@gmail.com,hero,150,200,967,193400,48350,Senegal,Southeast,July,2017
356,Gill,gillhell@uk.com,beta malt,80,150,879,131850,61530,Ghana,west,August,2018
357,Sorvino,sorvi2000@gmail.com,grand malt,90,150,705,105750,42300,Nigeria,southsouth,September,2018
358,Thompson,thomp@uk.com,trophy,150,200,878,175600,43900,Togo,northwest,October,2018
359,Andrews,andy@gmail.com,budweiser,250,500,903,451500,225750,Benin,northeast ,November,2018
360,Jardine,jard@gmail.com,castle lite,180,450,791,355950,213570,Senegal,northcentral ,December,2018
361,Jardine,jard@gmail.com,eagle lager,170,250,895,223750,71600,Ghana,Southeast,January,2018
362,Andrews,andy@gmail.com,hero,150,200,759,151800,37950,Nigeria,west,February,2018
363,Jardine,jard@gmail.com,beta malt,80,150,790,118500,55300,Togo,southsouth,March,2017
364,Gill,gillhell@uk.com,grand malt,90,150,722,108300,43320,Benin,northwest,April,2017
365,Sorvino,sorvi2000@gmail.com,trophy,150,200,888,177600,44400,Senegal,northeast ,May,2019
366,Jones,jone.ai@yahoo.com,budweiser,250,500,849,424500,212250,Ghana,northcentral ,June,2018
367,Andrews,andy@gmail.com,castle lite,180,450,736,331200,198720,Nigeria,Southeast,July,2018
368,Jardine,jard@gmail.com,eagle lager,170,250,843,210750,67440,Togo,west,August,2019
369,Thompson,thomp@uk.com,hero,150,200,999,199800,49950,Benin,southsouth,September,2018
370,Jones,jone.ai@yahoo.com,beta malt,80,150,996,149400,69720,Senegal,northwest,October,2018
371,Morgan,morganny@gmail.com,grand malt,90,150,718,107700,43080,Ghana,northeast ,November,2017
372,Howard,howard_freeman@yahoo.com,trophy,150,200,700,140000,35000,Nigeria,northcentral ,December,2017
373,Parent,parentty@uk.com,budweiser,250,500,827,413500,206750,Togo,Southeast,January,2018
374,Jones,jone.ai@yahoo.com,castle lite,180,450,755,339750,203850,Benin,west,February,2018
375,Smith,smithMan@yahoo.com,eagle lager,170,250,803,200750,64240,Senegal,southsouth,March,2019
376,Jones,jone.ai@yahoo.com,hero,150,200,731,146200,36550,Ghana,northwest,April,2019
377,Morgan,morganny@gmail.com,beta malt,80,150,910,136500,63700,Nigeria,northeast ,May,2019
378,Jones,jone.ai@yahoo.com,grand malt,90,150,747,112050,44820,Togo,northcentral ,June,2017
379,Parent,parentty@uk.com,trophy,150,200,994,198800,49700,Benin,Southeast,July,2017
380,Kivell,kivel_go@yahoo.com,budweiser,250,500,982,491000,245500,Senegal,west,August,2017
381,Smith,smithMan@yahoo.com,castle lite,180,450,958,431100,258660,Ghana,southsouth,September,2017
382,Parent,parentty@uk.com,eagle lager,170,250,943,235750,75440,Nigeria,northwest,October,2017
383,Gill,gillhell@uk.com,hero,150,200,946,189200,47300,Togo,northeast ,November,2019
384,Smith,smithMan@yahoo.com,beta malt,80,150,852,127800,59640,Benin,northcentral ,December,2017
385,Jones,jone.ai@yahoo.com,grand malt,90,150,960,144000,57600,Senegal,Southeast,January,2018
386,Sorvino,sorvi2000@gmail.com,trophy,150,200,992,198400,49600,Ghana,west,February,2019
387,Jardine,jard@gmail.com,budweiser,250,500,960,480000,240000,Nigeria,southsouth,March,2017
388,Andrews,andy@gmail.com,castle lite,180,450,842,378900,227340,Togo,northwest,April,2018
389,Howard,howard_freeman@yahoo.com,eagle lager,170,250,750,187500,60000,Benin,northeast ,May,2018
390,Gill,gillhell@uk.com,hero,150,200,796,159200,39800,Senegal,northcentral ,June,2018
391,Gill,gillhell@uk.com,beta malt,80,150,944,141600,66080,Ghana,Southeast,July,2018
392,Kivell,kivel_go@yahoo.com,grand malt,90,150,854,128100,51240,Nigeria,west,August,2019
393,Jones,jone.ai@yahoo.com,trophy,150,200,926,185200,46300,Togo,southsouth,September,2019
394,Morgan,morganny@gmail.com,budweiser,250,500,808,404000,202000,Benin,northwest,October,2017
395,Kivell,kivel_go@yahoo.com,castle lite,180,450,883,397350,238410,Senegal,northeast ,November,2019
396,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,958,239500,76640,Ghana,northcentral ,December,2019
397,Gill,gillhell@uk.com,hero,150,200,984,196800,49200,Nigeria,Southeast,January,2019
398,Sorvino,sorvi2000@gmail.com,beta malt,80,150,765,114750,53550,Togo,west,February,2017
399,Thompson,thomp@uk.com,grand malt,90,150,956,143400,57360,Benin,southsouth,March,2017
400,Andrews,andy@gmail.com,trophy,150,200,931,186200,46550,Senegal,northwest,April,2019
401,Jardine,jard@gmail.com,budweiser,250,500,718,359000,179500,Ghana,northeast ,May,2018
402,Jardine,jard@gmail.com,castle lite,180,450,776,349200,209520,Nigeria,northcentral ,June,2018
403,Andrews,andy@gmail.com,eagle lager,170,250,836,209000,66880,Togo,Southeast,July,2018
404,Jones,jone.ai@yahoo.com,hero,150,200,730,146000,36500,Benin,west,August,2017
405,Morgan,morganny@gmail.com,beta malt,80,150,741,111150,51870,Senegal,southsouth,September,2017
406,Kivell,kivel_go@yahoo.com,grand malt,90,150,982,147300,58920,Ghana,northwest,October,2019
407,Sorvino,sorvi2000@gmail.com,trophy,150,200,724,144800,36200,Nigeria,northeast ,November,2019
408,Gill,gillhell@uk.com,budweiser,250,500,906,453000,226500,Togo,northcentral ,December,2018
409,Sorvino,sorvi2000@gmail.com,castle lite,180,450,907,408150,244890,Benin,Southeast,January,2018
410,Thompson,thomp@uk.com,eagle lager,170,250,712,178000,56960,Senegal,west,February,2019
411,Andrews,andy@gmail.com,hero,150,200,859,171800,42950,Ghana,southsouth,March,2018
412,Jardine,jard@gmail.com,beta malt,80,150,770,115500,53900,Nigeria,northwest,April,2018
413,Jardine,jard@gmail.com,grand malt,90,150,775,116250,46500,Togo,northeast ,May,2019
414,Andrews,andy@gmail.com,trophy,150,200,820,164000,41000,Benin,northcentral ,June,2019
415,Jardine,jard@gmail.com,budweiser,250,500,833,416500,208250,Senegal,Southeast,July,2018
416,Gill,gillhell@uk.com,castle lite,180,450,735,330750,198450,Ghana,west,August,2017
417,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,884,221000,70720,Nigeria,southsouth,September,2017
418,Jones,jone.ai@yahoo.com,hero,150,200,888,177600,44400,Togo,northwest,October,2019
419,Andrews,andy@gmail.com,beta malt,80,150,756,113400,52920,Benin,northeast ,November,2017
420,Jardine,jard@gmail.com,grand malt,90,150,787,118050,47220,Senegal,northcentral ,December,2019
421,Thompson,thomp@uk.com,trophy,150,200,804,160800,40200,Ghana,Southeast,January,2018
422,Jones,jone.ai@yahoo.com,budweiser,250,500,986,493000,246500,Nigeria,west,February,2018
423,Morgan,morganny@gmail.com,castle lite,180,450,856,385200,231120,Togo,southsouth,March,2018
424,Howard,howard_freeman@yahoo.com,eagle lager,170,250,835,208750,66800,Benin,northwest,April,2018
425,Parent,parentty@uk.com,hero,150,200,938,187600,46900,Senegal,northeast ,May,2018
426,Jones,jone.ai@yahoo.com,beta malt,80,150,719,107850,50330,Ghana,northcentral ,June,2018
427,Smith,smithMan@yahoo.com,grand malt,90,150,868,130200,52080,Nigeria,Southeast,July,2017
428,Jones,jone.ai@yahoo.com,trophy,150,200,885,177000,44250,Togo,west,August,2018
429,Jardine,jard@gmail.com,budweiser,250,500,943,471500,235750,Benin,southsouth,September,2018
430,Gill,gillhell@uk.com,castle lite,180,450,900,405000,243000,Senegal,northwest,October,2017
431,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,950,237500,76000,Ghana,northeast ,November,2019
432,Jones,jone.ai@yahoo.com,hero,150,200,742,148400,37100,Nigeria,northcentral ,December,2017
433,Andrews,andy@gmail.com,beta malt,80,150,889,133350,62230,Togo,Southeast,January,2018
434,Jardine,jard@gmail.com,grand malt,90,150,939,140850,56340,Benin,west,February,2018
435,Thompson,thomp@uk.com,trophy,150,200,950,190000,47500,Senegal,southsouth,March,2018
436,Jones,jone.ai@yahoo.com,budweiser,250,500,745,372500,186250,Ghana,northwest,April,2018
437,Morgan,morganny@gmail.com,castle lite,180,450,933,419850,251910,Nigeria,northeast ,May,2017
438,Howard,howard_freeman@yahoo.com,eagle lager,170,250,826,206500,66080,Togo,northcentral ,June,2017
439,Parent,parentty@uk.com,hero,150,200,989,197800,49450,Benin,Southeast,July,2017
440,Jones,jone.ai@yahoo.com,beta malt,80,150,881,132150,61670,Senegal,west,August,2019
441,Smith,smithMan@yahoo.com,grand malt,90,150,768,115200,46080,Ghana,southsouth,September,2019
442,Jones,jone.ai@yahoo.com,trophy,150,200,844,168800,42200,Nigeria,northwest,October,2018
443,Morgan,morganny@gmail.com,budweiser,250,500,790,395000,197500,Togo,northeast ,November,2017
444,Jones,jone.ai@yahoo.com,castle lite,180,450,898,404100,242460,Benin,northcentral ,December,2018
445,Parent,parentty@uk.com,eagle lager,170,250,818,204500,65440,Senegal,Southeast,January,2018
446,Kivell,kivel_go@yahoo.com,hero,150,200,707,141400,35350,Ghana,west,February,2018
447,Smith,smithMan@yahoo.com,beta malt,80,150,712,106800,49840,Nigeria,southsouth,March,2017
448,Parent,parentty@uk.com,grand malt,90,150,991,148650,59460,Togo,northwest,April,2018
449,Gill,gillhell@uk.com,trophy,150,200,900,180000,45000,Benin,northeast ,May,2019
450,Smith,smithMan@yahoo.com,budweiser,250,500,810,405000,202500,Senegal,northcentral ,June,2019
451,Jones,jone.ai@yahoo.com,castle lite,180,450,740,333000,199800,Ghana,Southeast,July,2019
452,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,909,227250,72720,Nigeria,west,August,2017
453,Jardine,jard@gmail.com,hero,150,200,824,164800,41200,Togo,southsouth,September,2018
454,Andrews,andy@gmail.com,beta malt,80,150,809,121350,56630,Benin,northwest,October,2017
455,Howard,howard_freeman@yahoo.com,grand malt,90,150,819,122850,49140,Senegal,northeast ,November,2018
456,Gill,gillhell@uk.com,trophy,150,200,865,173000,43250,Ghana,northcentral ,December,2019
457,Gill,gillhell@uk.com,budweiser,250,500,902,451000,225500,Nigeria,Southeast,January,2019
458,Kivell,kivel_go@yahoo.com,castle lite,180,450,796,358200,214920,Togo,west,February,2017
459,Jones,jone.ai@yahoo.com,eagle lager,170,250,916,229000,73280,Benin,southsouth,March,2018
460,Morgan,morganny@gmail.com,hero,150,200,982,196400,49100,Senegal,northwest,April,2017
461,Kivell,kivel_go@yahoo.com,beta malt,80,150,734,110100,51380,Ghana,northeast ,May,2018
462,Sorvino,sorvi2000@gmail.com,grand malt,90,150,735,110250,44100,Nigeria,northcentral ,June,2019
463,Gill,gillhell@uk.com,trophy,150,200,747,149400,37350,Togo,Southeast,July,2017
464,Sorvino,sorvi2000@gmail.com,budweiser,250,500,798,399000,199500,Benin,west,August,2018
465,Thompson,thomp@uk.com,castle lite,180,450,829,373050,223830,Senegal,southsouth,September,2017
466,Andrews,andy@gmail.com,eagle lager,170,250,729,182250,58320,Ghana,northwest,October,2017
467,Jardine,jard@gmail.com,hero,150,200,721,144200,36050,Nigeria,northeast ,November,2019
468,Jardine,jard@gmail.com,beta malt,80,150,709,106350,49630,Togo,northcentral ,December,2018
469,Andrews,andy@gmail.com,grand malt,90,150,719,107850,43140,Benin,Southeast,January,2017
470,Jardine,jard@gmail.com,trophy,150,200,875,175000,43750,Senegal,west,February,2018
471,Gill,gillhell@uk.com,budweiser,250,500,762,381000,190500,Ghana,southsouth,March,2017
472,Sorvino,sorvi2000@gmail.com,castle lite,180,450,964,433800,260280,Nigeria,northwest,April,2017
473,Jones,jone.ai@yahoo.com,eagle lager,170,250,931,232750,74480,Togo,northeast ,May,2018
474,Andrews,andy@gmail.com,hero,150,200,766,153200,38300,Benin,northcentral ,June,2019
475,Jardine,jard@gmail.com,beta malt,80,150,746,111900,52220,Senegal,Southeast,July,2018
476,Thompson,thomp@uk.com,grand malt,90,150,942,141300,56520,Ghana,west,August,2017
477,Jones,jone.ai@yahoo.com,trophy,150,200,724,144800,36200,Nigeria,southsouth,September,2019
478,Morgan,morganny@gmail.com,budweiser,250,500,887,443500,221750,Togo,northwest,October,2018
479,Howard,howard_freeman@yahoo.com,castle lite,180,450,703,316350,189810,Benin,northeast ,November,2017
480,Parent,parentty@uk.com,eagle lager,170,250,930,232500,74400,Senegal,northcentral ,December,2018
481,Jones,jone.ai@yahoo.com,hero,150,200,867,173400,43350,Ghana,Southeast,January,2017
482,Smith,smithMan@yahoo.com,beta malt,80,150,853,127950,59710,Nigeria,west,February,2018
483,Jones,jone.ai@yahoo.com,grand malt,90,150,794,119100,47640,Togo,southsouth,March,2018
484,Morgan,morganny@gmail.com,trophy,150,200,974,194800,48700,Benin,northwest,April,2018
485,Jones,jone.ai@yahoo.com,budweiser,250,500,778,389000,194500,Senegal,northeast ,May,2019
486,Parent,parentty@uk.com,castle lite,180,450,939,422550,253530,Ghana,northcentral ,June,2018
487,Kivell,kivel_go@yahoo.com,eagle lager,170,250,763,190750,61040,Nigeria,Southeast,July,2017
488,Smith,smithMan@yahoo.com,hero,150,200,970,194000,48500,Togo,west,August,2019
489,Parent,parentty@uk.com,beta malt,80,150,808,121200,56560,Benin,southsouth,September,2017
490,Gill,gillhell@uk.com,grand malt,90,150,952,142800,57120,Senegal,northwest,October,2019
491,Smith,smithMan@yahoo.com,trophy,150,200,918,183600,45900,Ghana,northeast ,November,2019
492,Jones,jone.ai@yahoo.com,budweiser,250,500,934,467000,233500,Nigeria,northcentral ,December,2018
493,Sorvino,sorvi2000@gmail.com,castle lite,180,450,753,338850,203310,Togo,Southeast,January,2019
494,Jardine,jard@gmail.com,eagle lager,170,250,740,185000,59200,Benin,west,February,2018
495,Andrews,andy@gmail.com,hero,150,200,829,165800,41450,Senegal,southsouth,March,2018
496,Howard,howard_freeman@yahoo.com,beta malt,80,150,977,146550,68390,Ghana,northwest,April,2018
497,Gill,gillhell@uk.com,grand malt,90,150,968,145200,58080,Nigeria,northeast ,May,2018
498,Gill,gillhell@uk.com,trophy,150,200,797,159400,39850,Togo,northcentral ,June,2017
499,Kivell,kivel_go@yahoo.com,budweiser,250,500,926,463000,231500,Benin,Southeast,July,2018
500,Jones,jone.ai@yahoo.com,castle lite,180,450,925,416250,249750,Senegal,west,August,2019
501,Morgan,morganny@gmail.com,eagle lager,170,250,911,227750,72880,Ghana,southsouth,September,2017
502,Kivell,kivel_go@yahoo.com,hero,150,200,709,141800,35450,Nigeria,northwest,October,2017
503,Sorvino,sorvi2000@gmail.com,beta malt,80,150,791,118650,55370,Togo,northeast ,November,2019
504,Gill,gillhell@uk.com,grand malt,90,150,702,105300,42120,Benin,northcentral ,December,2018
505,Sorvino,sorvi2000@gmail.com,trophy,150,200,922,184400,46100,Senegal,Southeast,January,2017
506,Thompson,thomp@uk.com,budweiser,250,500,957,478500,239250,Ghana,west,February,2019
507,Andrews,andy@gmail.com,castle lite,180,450,811,364950,218970,Nigeria,southsouth,March,2017
508,Jardine,jard@gmail.com,eagle lager,170,250,776,194000,62080,Togo,northwest,April,2018
509,Jardine,jard@gmail.com,hero,150,200,998,199600,49900,Benin,northeast ,May,2018
510,Andrews,andy@gmail.com,beta malt,80,150,872,130800,61040,Senegal,northcentral ,June,2017
511,Jones,jone.ai@yahoo.com,grand malt,90,150,763,114450,45780,Ghana,Southeast,July,2019
512,Morgan,morganny@gmail.com,trophy,150,200,822,164400,41100,Nigeria,west,August,2017
513,Kivell,kivel_go@yahoo.com,budweiser,250,500,721,360500,180250,Togo,southsouth,September,2018
514,Sorvino,sorvi2000@gmail.com,castle lite,180,450,890,400500,240300,Benin,northwest,October,2017
515,Gill,gillhell@uk.com,eagle lager,170,250,860,215000,68800,Senegal,northeast ,November,2019
516,Sorvino,sorvi2000@gmail.com,hero,150,200,824,164800,41200,Ghana,northcentral ,December,2017
517,Thompson,thomp@uk.com,beta malt,80,150,916,137400,64120,Nigeria,Southeast,January,2017
518,Andrews,andy@gmail.com,grand malt,90,150,855,128250,51300,Togo,west,February,2019
519,Jardine,jard@gmail.com,trophy,150,200,715,143000,35750,Benin,southsouth,March,2018
520,Jardine,jard@gmail.com,budweiser,250,500,940,470000,235000,Senegal,northwest,April,2019
521,Andrews,andy@gmail.com,castle lite,180,450,847,381150,228690,Ghana,northeast ,May,2019
522,Jardine,jard@gmail.com,eagle lager,170,250,889,222250,71120,Nigeria,northcentral ,June,2017
523,Gill,gillhell@uk.com,hero,150,200,928,185600,46400,Togo,Southeast,July,2019
524,Sorvino,sorvi2000@gmail.com,beta malt,80,150,943,141450,66010,Benin,west,August,2019
525,Jones,jone.ai@yahoo.com,grand malt,90,150,716,107400,42960,Senegal,southsouth,September,2018
526,Andrews,andy@gmail.com,trophy,150,200,757,151400,37850,Ghana,northwest,October,2018
527,Jardine,jard@gmail.com,budweiser,250,500,795,397500,198750,Nigeria,northeast ,November,2017
528,Thompson,thomp@uk.com,castle lite,180,450,940,423000,253800,Togo,northcentral ,December,2019
529,Jones,jone.ai@yahoo.com,eagle lager,170,250,899,224750,71920,Benin,Southeast,January,2019
530,Morgan,morganny@gmail.com,hero,150,200,907,181400,45350,Senegal,west,February,2018
531,Howard,howard_freeman@yahoo.com,beta malt,80,150,929,139350,65030,Ghana,southsouth,March,2019
532,Parent,parentty@uk.com,grand malt,90,150,790,118500,47400,Nigeria,northwest,April,2018
533,Jones,jone.ai@yahoo.com,trophy,150,200,939,187800,46950,Togo,northeast ,May,2018
534,Smith,smithMan@yahoo.com,budweiser,250,500,720,360000,180000,Benin,northcentral ,June,2019
535,Jones,jone.ai@yahoo.com,castle lite,180,450,745,335250,201150,Senegal,Southeast,July,2018
536,Jardine,jard@gmail.com,eagle lager,170,250,846,211500,67680,Ghana,west,August,2017
537,Gill,gillhell@uk.com,hero,150,200,937,187400,46850,Nigeria,southsouth,September,2018
538,Sorvino,sorvi2000@gmail.com,beta malt,80,150,874,131100,61180,Togo,northwest,October,2018
539,Jones,jone.ai@yahoo.com,grand malt,90,150,822,123300,49320,Benin,northeast ,November,2018
540,Andrews,andy@gmail.com,trophy,150,200,737,147400,36850,Senegal,northcentral ,December,2017
541,Jardine,jard@gmail.com,budweiser,250,500,759,379500,189750,Ghana,Southeast,January,2018
542,Thompson,thomp@uk.com,castle lite,180,450,877,394650,236790,Nigeria,west,February,2018
543,Jones,jone.ai@yahoo.com,eagle lager,170,250,874,218500,69920,Togo,southsouth,March,2017
544,Morgan,morganny@gmail.com,hero,150,200,763,152600,38150,Benin,northwest,April,2018
545,Howard,howard_freeman@yahoo.com,beta malt,80,150,793,118950,55510,Senegal,northeast ,May,2018
546,Parent,parentty@uk.com,grand malt,90,150,937,140550,56220,Ghana,northcentral ,June,2019
547,Jones,jone.ai@yahoo.com,trophy,150,200,865,173000,43250,Nigeria,Southeast,July,2018
548,Smith,smithMan@yahoo.com,budweiser,250,500,942,471000,235500,Togo,west,August,2019
549,Jones,jone.ai@yahoo.com,castle lite,180,450,815,366750,220050,Benin,southsouth,September,2017
550,Morgan,morganny@gmail.com,eagle lager,170,250,958,239500,76640,Senegal,northwest,October,2019
551,Jones,jone.ai@yahoo.com,hero,150,200,869,173800,43450,Ghana,northeast ,November,2018
552,Parent,parentty@uk.com,beta malt,80,150,750,112500,52500,Nigeria,northcentral ,December,2018
553,Kivell,kivel_go@yahoo.com,grand malt,90,150,702,105300,42120,Togo,Southeast,January,2017
554,Smith,smithMan@yahoo.com,trophy,150,200,917,183400,45850,Benin,west,February,2019
555,Parent,parentty@uk.com,budweiser,250,500,914,457000,228500,Senegal,southsouth,March,2019
556,Gill,gillhell@uk.com,castle lite,180,450,817,367650,220590,Ghana,northwest,April,2018
557,Smith,smithMan@yahoo.com,eagle lager,170,250,913,228250,73040,Nigeria,northeast ,May,2018
558,Jones,jone.ai@yahoo.com,hero,150,200,705,141000,35250,Togo,northcentral ,June,2018
559,Sorvino,sorvi2000@gmail.com,beta malt,80,150,964,144600,67480,Benin,Southeast,July,2017
560,Jardine,jard@gmail.com,grand malt,90,150,891,133650,53460,Senegal,west,August,2017
561,Andrews,andy@gmail.com,trophy,150,200,977,195400,48850,Ghana,southsouth,September,2019
562,Howard,howard_freeman@yahoo.com,budweiser,250,500,948,474000,237000,Nigeria,northwest,October,2019
563,Gill,gillhell@uk.com,castle lite,180,450,751,337950,202770,Togo,northeast ,November,2017
564,Gill,gillhell@uk.com,eagle lager,170,250,827,206750,66160,Benin,northcentral ,December,2017
565,Kivell,kivel_go@yahoo.com,hero,150,200,943,188600,47150,Senegal,Southeast,January,2019
566,Jones,jone.ai@yahoo.com,beta malt,80,150,901,135150,63070,Ghana,west,February,2019
567,Morgan,morganny@gmail.com,grand malt,90,150,907,136050,54420,Nigeria,southsouth,March,2019
568,Kivell,kivel_go@yahoo.com,trophy,150,200,755,151000,37750,Togo,northwest,April,2018
569,Sorvino,sorvi2000@gmail.com,budweiser,250,500,802,401000,200500,Benin,northeast ,May,2017
